,Marital.status,Application.mode,Application.order,Course,Daytime.evening.attendance,Previous.qualification,Nacionality,Mother.s.qualification,Father.s.qualification,Mother.s.occupation,Father.s.occupation,Displaced,Educational.special.needs,Debtor,Tuition.fees.up.to.date,Gender,Scholarship.holder,Age.at.enrollment,International,Curricular.units.1st.sem..credited.,Curricular.units.1st.sem..enrolled.,Curricular.units.1st.sem..evaluations.,Curricular.units.1st.sem..approved.,Curricular.units.1st.sem..grade.,Curricular.units.1st.sem..without.evaluations.,Curricular.units.2nd.sem..credited.,Curricular.units.2nd.sem..enrolled.,Curricular.units.2nd.sem..evaluations.,Curricular.units.2nd.sem..approved.,Curricular.units.2nd.sem..grade.,Curricular.units.2nd.sem..without.evaluations.,Unemployment.rate,Inflation.rate,GDP,Target,flag_out_Application.order,flag_out_Mother.s.occupation,flag_out_Father.s.occupation,flag_out_Age.at.enrollment,flag_out_Curricular.units.1st.sem..enrolled.,flag_out_Curricular.units.1st.sem..evaluations.,flag_out_Curricular.units.1st.sem..approved.,flag_out_Curricular.units.1st.sem..grade.,flag_out_Curricular.units.2nd.sem..enrolled.,flag_out_Curricular.units.2nd.sem..evaluations.,flag_out_Curricular.units.2nd.sem..approved.,flag_out_Curricular.units.2nd.sem..grade.
2683,1,4,1,17,0,3,1,22,27,7,8,0,0,1,0,1,0,46,0,0,5,5,0,0.0,0,0,5,5,1,10.0,0,11.1,0.6,2.02,Dropout,0,0,0,1,0,0,0,1,0,0,0,0
2684,1,8,1,6,1,1,1,1,14,6,10,0,0,0,1,1,0,22,0,0,5,8,3,13.0,0,0,5,8,3,10.6666666666667,0,7.6,2.6,0.32,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2685,1,4,1,4,1,3,1,1,14,6,10,0,0,0,1,1,0,27,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,0,0,0,0,0,0,0,1,0,0,0,1
2686,1,1,2,7,1,1,1,1,28,20,43,1,0,0,1,1,0,20,0,0,5,7,5,10.8,0,0,5,9,3,12.0,0,8.9,1.4,3.51,,0,1,1,0,0,0,0,0,0,0,0,0
2687,1,16,1,9,1,1,1,13,28,10,9,0,0,0,1,1,0,20,0,0,5,7,5,11.0,0,0,5,7,3,10.0,0,8.9,1.4,3.51,Enrolled,0,0,0,0,0,0,0,0,0,0,0,0
2688,1,13,1,7,1,1,1,13,14,12,12,0,0,1,0,1,0,31,0,0,4,4,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,0,0,0,0,0,0,0,1,0,0,0,1
2689,1,1,1,7,1,1,1,22,14,10,10,1,0,1,1,1,0,20,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Enrolled,0,0,0,0,0,0,0,1,0,0,0,1
2690,1,8,1,15,1,1,1,1,28,12,9,1,0,0,0,1,0,21,0,0,6,10,2,12.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,0,0,0,0,0,0,0,0,0,0,0,1
2691,1,8,1,9,1,1,1,13,14,10,8,0,0,0,1,1,0,21,0,0,5,7,4,10.75,0,0,5,10,2,11.0,3,16.2,0.3,-0.92,Dropout,0,0,0,0,0,0,0,0,0,0,0,0
2692,1,1,1,9,1,1,1,1,4,10,11,0,0,0,1,1,0,19,0,0,5,8,5,11.6,0,0,5,10,4,13.5,3,16.2,0.3,-0.92,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2693,1,8,4,9,1,1,1,13,14,5,5,1,0,0,1,1,1,20,0,0,5,6,5,11.8,0,0,5,8,4,11.6,0,8.9,1.4,3.51,Graduate,1,0,0,0,0,0,0,0,0,0,0,0
2694,1,1,1,4,1,1,1,23,1,10,5,0,0,0,1,1,0,18,0,0,6,7,6,16.0,0,0,6,6,6,15.1666666666667,0,12.4,0.5,1.79,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2695,1,1,2,15,1,1,1,1,1,5,4,0,0,0,1,1,1,18,0,0,6,6,6,12.6666666666667,0,0,6,6,6,11.5,0,16.2,0.3,-0.92,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2696,1,12,1,12,1,1,1,1,2,22,21,0,0,1,1,1,0,30,0,0,7,12,4,14.4,0,0,7,9,6,13.5,0,12.4,0.5,1.79,Enrolled,0,1,1,0,0,0,0,0,0,0,0,0
2697,1,12,1,11,1,12,1,13,14,4,2,0,0,1,0,1,0,34,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,0,0,0,0,0,0,0,1,0,0,0,1
2698,1,8,1,14,1,1,1,13,14,29,36,0,0,1,0,1,0,21,0,0,6,11,4,12.25,0,0,6,9,4,13.4,0,11.1,0.6,2.02,Enrolled,0,1,1,0,0,0,0,0,0,0,0,0
2699,1,15,1,5,1,14,1,22,1,10,8,0,0,0,1,1,0,20,0,2,7,9,5,12.6,0,5,9,10,8,12.75,1,16.2,0.3,-0.92,Dropout,0,0,0,0,0,0,0,0,0,0,0,0
2700,1,1,1,12,1,1,1,22,27,10,10,0,0,0,1,1,0,18,0,0,8,8,7,13.4,0,0,8,8,7,13.4,0,12.7,3.7,-1.7,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2701,1,1,1,2,1,1,1,1,1,5,4,1,0,1,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout,0,0,0,0,1,0,0,1,1,0,0,1
2702,2,13,1,4,1,1,1,3,1,3,3,0,0,0,1,1,0,26,0,0,6,9,1,10.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,0,0,0,0,0,0,0,0,0,0,0,1
2703,1,8,1,7,1,1,1,23,14,8,4,1,0,1,1,1,0,20,0,0,5,5,0,0.0,0,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout,0,0,0,0,0,0,0,1,0,0,0,1
2704,1,15,1,4,1,14,1,1,28,2,10,0,0,0,1,1,0,25,0,0,6,16,3,11.25,0,0,6,14,4,11.2,0,15.5,2.8,-4.06,Dropout,0,0,0,0,0,0,0,0,0,0,0,0
2705,1,8,1,14,1,1,1,1,1,5,5,0,0,0,1,1,0,19,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled,0,0,0,0,0,0,0,1,0,0,0,1
2706,1,12,2,9,1,1,1,13,5,5,2,1,0,0,1,1,0,24,0,0,5,8,3,10.6666666666667,1,0,5,5,1,14.0,0,9.4,-0.8,-3.12,Dropout,0,0,0,0,0,0,0,0,0,0,0,0
2707,1,1,1,8,1,1,1,3,3,3,3,0,0,0,1,1,0,20,0,0,5,7,4,11.75,0,0,5,5,5,13.4,0,7.6,2.6,0.32,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2708,1,1,1,9,1,1,1,1,3,10,6,0,0,0,1,1,0,20,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,0,0,0,0,0,0,0,1,0,0,0,1
2709,1,3,3,5,1,1,1,3,1,10,7,1,0,0,1,0,0,18,0,0,6,6,6,12.6666666666667,0,0,6,8,6,14.125,0,10.8,1.4,1.74,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2710,4,12,1,13,1,1,1,13,3,10,3,0,0,0,1,0,0,25,0,0,7,14,7,11.95,0,0,8,15,7,12.0428571428571,0,12.7,3.7,-1.7,Enrolled,0,0,0,0,0,0,0,0,0,0,0,0
2711,1,8,1,11,1,1,1,23,27,10,7,1,0,0,1,0,0,22,0,0,6,7,5,14.0,0,0,6,6,6,15.6666666666667,0,11.1,0.6,2.02,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2712,1,14,1,3,0,1,1,22,27,1,7,0,0,0,0,0,0,41,0,0,6,6,0,0.0,6,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout,0,0,0,1,0,0,0,1,0,0,0,1
2713,1,1,2,9,1,1,1,22,28,8,10,0,0,1,1,0,1,19,0,0,5,11,2,11.5,0,0,5,10,0,0.0,0,12.7,3.7,-1.7,Dropout,0,0,0,0,0,0,0,0,0,0,0,1
2714,1,14,1,8,1,1,1,3,3,4,5,1,0,0,1,0,0,21,0,0,6,10,6,12.0,0,0,6,12,5,12.8,0,13.9,-0.3,0.79,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2715,1,12,1,6,1,1,1,1,1,6,6,1,0,1,1,0,0,30,0,0,6,7,6,16.4285714285714,0,0,6,7,6,16.6666666666667,0,13.9,-0.3,0.79,Dropout,0,0,0,0,0,0,0,0,0,0,0,0
2716,1,1,5,12,1,1,1,23,28,10,10,1,0,0,1,0,1,21,0,0,7,9,5,13.336,0,0,8,9,7,13.2071428571429,0,11.1,0.6,2.02,Graduate,1,0,0,0,0,0,0,0,0,0,0,0
2717,2,12,2,13,1,1,1,13,28,10,10,0,0,0,1,0,1,26,0,0,7,7,0,0.0,0,0,8,8,0,0.0,6,10.8,1.4,1.74,,0,0,0,0,0,0,0,1,0,0,0,1
2718,1,6,1,14,1,1,14,1,1,10,5,0,0,0,1,0,0,21,1,2,7,9,7,14.6666666666667,0,1,6,8,6,14.0,0,11.1,0.6,2.02,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2719,1,1,1,12,1,1,1,1,1,4,5,1,0,0,1,0,0,18,0,0,8,8,7,14.1157142857143,0,0,8,8,7,14.1157142857143,0,10.8,1.4,1.74,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2720,1,1,4,6,1,1,1,3,1,2,5,1,0,0,1,0,1,19,0,0,6,7,6,14.8571428571429,0,0,6,10,6,13.1111111111111,0,12.4,0.5,1.79,Graduate,1,0,0,0,0,0,0,0,0,0,0,0
2721,1,1,2,6,1,1,1,1,28,10,9,1,0,0,1,0,1,18,0,0,6,7,6,13.8333333333333,0,0,6,10,6,13.7142857142857,0,8.9,1.4,3.51,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2722,1,8,2,9,1,1,1,2,3,3,3,1,0,0,1,0,0,19,0,0,5,10,3,11.0,0,0,5,9,4,11.75,0,12.7,3.7,-1.7,Enrolled,0,0,0,0,0,0,0,0,0,0,0,0
2723,1,14,1,6,1,1,1,3,3,3,6,0,0,0,1,0,0,21,0,0,6,11,4,11.75,0,0,6,12,3,13.6666666666667,0,13.9,-0.3,0.79,Enrolled,0,0,0,0,0,0,0,0,0,0,0,0
2724,1,8,2,9,1,1,1,13,1,10,4,1,0,0,1,0,1,18,0,0,5,15,2,10.0,0,0,5,14,2,12.0,0,13.9,-0.3,0.79,Dropout,0,0,0,0,0,0,0,0,0,0,0,0
2725,1,12,1,12,1,1,1,22,27,8,8,1,0,0,1,0,1,24,0,0,8,15,6,12.415,0,0,8,15,6,12.415,0,10.8,1.4,1.74,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2726,1,1,1,8,1,1,1,4,5,3,3,1,0,0,1,0,0,21,0,0,5,12,1,11.0,0,0,5,9,2,10.5,0,12.7,3.7,-1.7,Enrolled,0,0,0,0,0,0,0,0,0,0,0,0
2727,1,15,1,6,1,14,1,13,14,10,10,1,0,0,1,0,0,23,0,1,6,14,5,14.4285714285714,0,1,6,7,6,13.4285714285714,0,16.2,0.3,-0.92,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2728,1,8,2,12,1,1,1,23,14,6,8,1,0,0,1,0,1,18,0,0,8,8,7,14.3128571428571,0,0,8,8,7,14.3128571428571,0,10.8,1.4,1.74,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2729,1,12,1,6,1,1,1,4,1,3,10,0,0,0,0,0,0,26,0,0,6,8,6,15.4285714285714,0,0,6,7,5,14.5,0,11.1,0.6,2.02,Enrolled,0,0,0,0,0,0,0,0,0,0,0,0
2730,1,1,1,8,1,1,1,23,28,6,9,1,0,0,1,0,0,20,0,0,5,9,4,12.0,1,0,5,6,5,13.4,0,9.4,-0.8,-3.12,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2731,1,1,1,10,1,1,1,4,1,6,6,0,0,0,1,0,0,18,0,0,6,7,6,13.8333333333333,0,0,6,7,6,13.7142857142857,0,11.1,0.6,2.02,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2732,1,1,1,10,1,1,1,2,10,4,11,1,0,0,1,0,0,20,0,0,6,6,6,12.1666666666667,0,0,6,7,6,12.1428571428571,0,11.1,0.6,2.02,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2733,1,1,1,12,1,1,1,13,14,5,5,1,0,0,1,0,0,20,0,0,8,8,7,14.0142857142857,0,0,8,8,7,14.0142857142857,0,12.7,3.7,-1.7,Enrolled,0,0,0,0,0,0,0,0,0,0,0,0
2734,1,8,2,10,1,1,1,1,14,5,11,1,1,0,1,0,0,18,0,0,6,15,2,10.3333333333333,3,0,6,13,3,13.3333333333333,0,12.7,3.7,-1.7,Enrolled,0,0,0,0,0,0,0,0,0,0,0,0
2735,1,1,4,15,1,1,1,1,10,10,11,1,0,0,1,0,1,22,0,0,6,7,5,13.2,0,0,6,7,5,13.6,0,12.4,0.5,1.79,Graduate,1,0,0,0,0,0,0,0,0,0,0,0
2736,1,1,1,12,1,1,1,22,27,10,10,1,0,1,1,0,0,20,0,0,7,7,6,15.4,0,0,7,7,6,15.4,0,7.6,2.6,0.32,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2737,1,8,4,12,1,1,1,1,27,10,10,1,0,0,1,0,1,19,0,0,7,7,7,13.3857142857143,0,0,8,8,8,15.925,0,13.9,-0.3,0.79,Graduate,1,0,0,0,0,0,0,0,0,0,0,0
2738,1,1,1,8,1,1,1,3,1,3,5,1,0,1,1,0,0,18,0,0,6,13,6,10.8571428571429,0,0,6,10,4,11.0,0,15.5,2.8,-4.06,Dropout,0,0,0,0,0,0,0,0,0,0,0,0
2739,1,8,2,9,1,1,1,23,27,7,7,0,0,0,1,0,0,18,0,0,5,11,5,11.3333333333333,0,0,5,8,5,12.0,0,13.9,-0.3,0.79,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2740,1,1,4,6,1,1,1,22,1,10,10,1,0,0,1,0,1,19,0,0,5,7,4,14.5,0,0,5,5,5,13.6,0,10.8,1.4,1.74,Graduate,1,0,0,0,0,0,0,0,0,0,0,0
2741,1,1,2,5,1,1,1,13,28,10,10,1,0,0,1,0,1,19,0,0,6,6,6,14.1666666666667,0,0,6,8,6,12.375,0,10.8,1.4,1.74,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2742,1,8,1,3,0,1,1,19,24,1,1,0,0,0,1,0,0,24,0,0,6,7,6,12.8333333333333,0,0,6,8,6,12.0,0,7.6,2.6,0.32,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2743,1,1,1,10,1,1,1,22,27,5,5,0,0,0,1,0,0,21,0,0,6,7,6,13.3333333333333,0,0,6,6,6,14.5,0,10.8,1.4,1.74,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2744,1,1,1,10,1,1,1,1,1,4,4,1,0,0,1,0,1,20,0,0,6,7,6,13.6666666666667,0,0,6,7,6,14.5714285714286,0,11.1,0.6,2.02,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2745,1,12,1,11,1,1,1,13,14,5,8,0,0,1,0,0,1,28,0,0,6,6,6,10.8333333333333,0,0,6,7,5,11.0,0,13.9,-0.3,0.79,Dropout,0,0,0,0,0,0,0,0,0,0,0,0
2746,1,1,2,16,1,1,1,22,14,10,9,1,0,0,1,0,0,21,0,0,6,7,6,13.4285714285714,0,0,6,8,6,13.1428571428571,0,7.6,2.6,0.32,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2747,1,1,1,12,1,1,1,22,28,29,35,1,0,1,1,1,0,20,0,0,7,7,7,12.4014285714286,0,0,8,10,6,11.8083333333333,0,11.1,0.6,2.02,Enrolled,0,1,1,0,0,0,0,0,0,0,0,0
2748,1,13,1,4,1,1,1,3,2,3,7,0,0,0,0,1,0,36,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,0,0,0,1,0,0,0,1,0,0,0,1
2749,2,12,1,17,0,1,1,22,27,10,10,0,0,0,0,1,0,42,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,0,0,0,1,0,0,0,1,0,0,0,1
2750,2,12,1,17,0,1,1,22,27,10,8,0,0,0,1,1,0,47,0,0,5,9,4,11.5,0,0,5,6,5,11.6,1,7.6,2.6,0.32,Dropout,0,0,0,1,0,0,0,0,0,0,0,0
2751,1,12,1,7,1,1,1,1,28,5,8,0,0,0,0,1,0,25,0,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,0,0,0,0,0,0,0,1,0,0,0,1
2752,1,12,1,14,1,9,1,1,27,4,6,0,0,0,1,1,1,25,0,0,6,8,6,14.1428571428571,0,0,6,6,6,13.5,0,15.5,2.8,-4.06,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2753,2,12,1,3,0,12,1,13,27,7,9,0,0,0,1,1,0,48,0,0,6,6,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout,0,0,0,1,0,0,0,1,0,0,0,1
2754,1,14,1,17,0,1,1,23,28,10,8,0,0,0,1,1,1,32,0,5,10,12,10,13.8,0,5,10,10,10,12.8,0,10.8,1.4,1.74,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2755,1,4,1,17,0,15,1,23,28,10,8,0,0,0,1,1,0,38,0,10,10,10,10,13.6,0,5,10,10,5,13.6,0,8.9,1.4,3.51,Dropout,0,0,0,1,0,0,0,0,0,0,0,0
2756,1,4,1,10,1,15,1,22,27,6,6,0,0,0,1,1,0,37,0,11,16,23,15,11.7333333333333,0,6,11,17,9,11.8888888888889,0,15.5,2.8,-4.06,Graduate,0,0,0,1,1,1,1,0,1,1,0,0
2757,1,12,2,9,1,1,1,22,27,10,10,0,0,0,0,1,0,26,0,0,5,8,1,10.0,0,0,5,9,1,10.0,0,10.8,1.4,1.74,Dropout,0,0,0,0,0,0,0,0,0,0,0,0
2758,1,15,1,6,1,14,1,3,5,3,3,0,0,0,1,1,0,23,0,0,6,19,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,0,0,0,0,0,1,0,1,0,0,0,1
2759,1,15,1,4,1,14,1,23,14,4,6,0,0,0,1,1,0,23,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Enrolled,0,0,0,0,0,0,0,1,0,0,0,1
2760,1,15,1,4,1,14,1,2,3,10,7,0,0,0,1,1,0,20,0,0,6,12,4,10.8,0,0,6,13,4,12.0,0,12.4,0.5,1.79,Enrolled,0,0,0,0,0,0,0,0,0,0,0,0
2761,1,12,1,12,1,4,1,3,28,4,8,1,0,0,1,1,0,26,0,2,7,8,6,13.0466666666667,0,2,8,10,7,13.30625,0,11.1,0.6,2.02,Dropout,0,0,0,0,0,0,0,0,0,0,0,0
2762,1,14,1,3,0,1,1,22,27,10,6,0,0,0,1,0,0,45,0,5,9,13,8,11.0,0,3,7,10,6,10.8333333333333,0,12.7,3.7,-1.7,Enrolled,0,0,0,1,0,0,0,0,0,0,0,0
2763,1,12,1,3,0,12,1,22,27,6,6,1,0,0,1,0,1,26,0,0,6,10,3,12.3333333333333,0,0,6,14,3,11.6666666666667,0,7.6,2.6,0.32,Enrolled,0,0,0,0,0,0,0,0,0,0,0,0
2764,1,14,1,3,0,3,1,7,7,12,12,0,0,0,1,0,0,26,0,8,11,16,10,11.8,0,3,7,7,7,13.2857142857143,0,7.6,2.6,0.32,Graduate,0,0,0,0,1,0,0,0,0,0,0,0
2765,1,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,25,0,0,5,8,3,11.0,0,0,5,8,3,11.25,0,10.8,1.4,1.74,Enrolled,0,0,0,0,0,0,0,0,0,0,0,0
2766,1,7,4,12,1,1,1,1,1,5,5,1,0,0,1,0,0,18,0,0,8,8,8,13.11,0,0,8,8,8,13.11,0,9.4,-0.8,-3.12,Graduate,1,0,0,0,0,0,0,0,0,0,0,0
2767,1,4,1,12,1,3,1,22,27,8,8,1,0,0,1,0,0,27,0,0,8,8,7,14.4142857142857,0,0,8,8,7,14.4142857142857,0,12.7,3.7,-1.7,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2768,6,8,3,3,0,1,1,13,1,6,12,0,0,0,0,0,0,24,0,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,0,0,0,0,0,0,0,1,0,0,0,1
2769,1,8,1,9,1,1,1,23,14,7,11,1,0,0,1,0,0,20,0,0,5,8,5,12.3333333333333,0,0,5,7,5,12.2,0,15.5,2.8,-4.06,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2770,1,1,1,12,1,1,1,1,14,10,9,1,0,0,1,0,1,18,0,0,7,9,0,0.0,0,0,7,8,1,10.0,0,15.5,2.8,-4.06,Dropout,0,0,0,0,0,0,0,1,0,0,0,0
2771,1,8,6,13,1,1,1,13,28,8,8,1,0,0,1,0,1,18,0,0,7,9,7,14.1,0,0,8,8,8,13.3125,0,12.7,3.7,-1.7,Graduate,1,0,0,0,0,0,0,0,0,0,0,0
2772,1,1,4,12,1,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,8,8,8,13.045,0,0,8,8,8,13.045,0,9.4,-0.8,-3.12,Graduate,1,0,0,0,0,0,0,0,0,0,0,0
2773,1,1,1,12,1,1,1,13,27,4,9,1,0,0,1,1,0,19,0,0,8,10,5,12.858,3,0,8,10,5,12.858,3,9.4,-0.8,-3.12,Enrolled,0,0,0,0,0,0,0,0,0,0,0,0
2774,1,13,3,12,1,1,1,1,1,5,5,1,0,0,1,0,1,19,0,0,8,8,8,14.2525,0,0,8,8,8,14.2525,0,9.4,-0.8,-3.12,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2775,1,1,4,12,1,1,1,10,1,6,11,0,0,0,1,0,1,19,0,0,7,9,5,14.06,0,0,7,9,7,11.2428571428571,0,12.4,0.5,1.79,Enrolled,1,0,0,0,0,0,0,0,0,0,0,0
2776,1,1,4,12,1,1,1,23,27,10,6,1,0,0,1,0,0,18,0,0,8,8,7,15.0757142857143,0,0,8,8,7,15.0757142857143,0,10.8,1.4,1.74,Graduate,1,0,0,0,0,0,0,0,0,0,0,0
2777,1,8,2,2,1,1,1,13,27,10,10,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Enrolled,0,0,0,0,1,0,0,1,1,0,0,1
2778,1,14,2,14,1,1,1,3,3,6,6,1,0,0,1,0,0,19,0,0,5,5,4,13.75,0,0,6,9,5,12.6,0,12.7,3.7,-1.7,Enrolled,0,0,0,0,0,0,0,0,0,0,0,0
2779,1,4,0,4,1,3,1,1,27,5,10,1,0,0,1,0,0,23,0,10,17,28,17,13.15,2,8,12,22,12,13.2142857142857,0,15.5,2.8,-4.06,Graduate,0,0,0,0,1,1,1,0,1,1,0,0
2780,1,1,2,10,1,1,1,13,14,5,8,1,0,0,1,0,1,21,0,0,6,9,5,12.3333333333333,0,0,6,7,5,11.8,0,13.9,-0.3,0.79,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2781,1,1,3,12,1,1,1,23,28,6,8,1,0,0,1,0,1,18,0,0,7,8,7,13.7785714285714,0,0,8,10,8,13.1222222222222,0,16.2,0.3,-0.92,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2782,1,1,1,16,1,1,1,19,27,10,10,1,0,1,0,0,0,20,0,0,6,12,3,10.3333333333333,0,0,6,14,1,11.0,0,10.8,1.4,1.74,Dropout,0,0,0,0,0,0,0,0,0,0,0,0
2783,1,14,1,15,1,1,1,13,27,6,6,1,0,0,1,0,0,23,0,0,6,11,3,11.3333333333333,0,0,6,7,2,11.0,0,16.2,0.3,-0.92,Enrolled,0,0,0,0,0,0,0,0,0,0,0,0
2784,1,1,1,10,1,1,1,22,27,10,8,1,0,0,1,0,0,20,0,0,6,7,5,13.2,0,0,6,6,6,12.6666666666667,0,10.8,1.4,1.74,Enrolled,0,0,0,0,0,0,0,0,0,0,0,0
2785,1,1,1,5,1,1,1,22,27,6,8,0,0,0,1,0,1,18,0,1,6,8,6,13.5714285714286,1,0,6,11,6,12.375,0,13.9,-0.3,0.79,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2786,1,1,1,3,0,1,1,22,27,10,8,0,0,0,1,0,0,29,0,8,11,14,11,12.75,0,3,7,7,7,13.4285714285714,0,9.4,-0.8,-3.12,Graduate,0,0,0,0,1,0,1,0,0,0,0,0
2787,1,12,1,15,1,7,1,23,1,6,5,1,0,0,1,1,0,28,0,0,6,11,3,13.0,0,0,6,15,1,12.0,0,7.6,2.6,0.32,Dropout,0,0,0,0,0,0,0,0,0,0,0,0
2788,1,1,3,14,1,1,1,22,27,8,8,1,0,0,1,1,0,19,0,0,5,7,3,11.3333333333333,0,0,5,7,4,11.0,0,9.4,-0.8,-3.12,Enrolled,0,0,0,0,0,0,0,0,0,0,0,0
2789,1,12,1,14,1,1,1,13,14,8,8,0,0,1,0,1,0,24,0,0,6,12,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout,0,0,0,0,0,0,0,1,0,0,0,1
2790,1,12,1,2,1,1,1,22,27,10,8,0,0,1,1,1,1,33,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,0,0,0,0,1,0,0,1,1,0,0,1
2791,1,8,1,9,1,1,1,13,27,6,8,1,0,0,0,1,0,19,0,0,5,7,2,12.5,0,0,5,13,1,11.0,0,9.4,-0.8,-3.12,Dropout,0,0,0,0,0,0,0,0,0,0,0,0
2792,1,1,1,6,1,1,1,23,14,10,4,0,0,0,1,1,0,19,0,0,6,7,6,14.8571428571429,0,0,6,8,6,14.1428571428571,0,11.1,0.6,2.02,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2793,4,12,1,3,0,1,1,22,27,8,8,0,0,0,1,1,0,37,0,3,9,13,8,12.0,0,2,7,8,7,11.5714285714286,0,12.7,3.7,-1.7,Graduate,0,0,0,1,0,0,0,0,0,0,0,0
2794,1,1,1,2,1,1,1,23,27,10,9,1,0,1,0,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate,0,0,0,0,1,0,0,1,1,0,0,1
2795,4,12,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,29,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled,0,0,0,0,0,0,0,1,0,0,0,1
2796,2,12,1,12,1,13,1,22,27,10,4,0,0,0,1,1,0,37,0,0,7,8,7,12.8285714285714,0,0,8,8,8,12.6875,0,13.9,-0.3,0.79,Graduate,0,0,0,1,0,0,0,0,0,0,0,0
2797,1,12,1,12,1,1,1,22,27,10,10,0,0,0,1,1,0,36,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout,0,0,0,1,0,0,0,1,0,0,0,1
2798,1,1,2,14,1,1,1,1,28,8,8,1,0,0,1,1,0,19,0,0,6,6,6,13.3333333333333,0,0,6,8,5,14.0,0,8.9,1.4,3.51,Graduate,0,0,0,0,0,0,0,0,0,0,0,0
2799,1,13,1,12,1,1,1,13,1,10,4,1,0,0,1,1,1,33,0,6,14,20,14,13.0728571428571,6,6,14,20,14,13.0728571428571,6,9.4,-0.8,-3.12,Graduate,0,0,0,0,1,1,1,0,1,1,1,0
